episode,total_reward,steps,overloads_total,max_severity,avg_util_mean,total_shed,acts_0,acts_1,acts_2,acts_3,eps,loss_mean
1,-221859.30,8760,380178,8.5592,0.8081,648964.8,1765,3350,1877,1768,0.5839,4.911365
