episode,total_reward,steps,overloads_total,max_severity,avg_util_mean,total_shed,acts_0,acts_1,acts_2,acts_3,eps,loss_mean
1,-226488.16,8760,379866,8.8848,0.8087,628648.4,1875,3374,1762,1749,0.5839,7.050565
