episode,total_reward,steps,overloads_total,max_severity,avg_util_mean,total_shed,acts_0,acts_1,acts_2,acts_3,eps,loss_mean
1,-225133.32,8760,380954,8.8847,0.8090,627173.7,1863,3398,1751,1748,0.5839,7.006201
