episode,total_reward,steps,overloads_total,max_severity,avg_util_mean,total_shed,acts_0,acts_1,acts_2,acts_3,eps,loss_mean
1,-211767.86,8760,283654,9.2685,0.6914,624449.6,1953,3329,1730,1748,0.5839,39.654127
